Customer,State,CLV,Coverage,Income,loc_type,monthly_premium,months_last_claim,Months_Since_Policy_Inception,Total_Claim_Amount,Vehicle_Class,avg_vehicle_age
HU57895,Washington,6860.592636,Basic,0,Suburban,109,5,20,605.137484,Sports Car,54.92467541
MI95708,Arizona,12947.68269,Premium,15083,Suburban,115,25,14,552,Four-Door Car,42.48020504
AX45422,California,13786.70272,Basic,0,Suburban,61,21,24,370.755025,Four-Door Car,52.66780301
KT92231,Oregon,7706.032636,Basic,0,Suburban,107,15,63,1267.709661,Sports Car,68.86520822
BM53580,Oregon,8520.145801,Extended,0,Rural,80,30,96,69.142986,Four-Door Car,42.85377059
ZB32409,California,2242.226055,Basic,0,Suburban,67,15,75,618.355883,Four-Door Car,37.95437663
XA21742,California,27069.49674,Extended,22955,Suburban,92,6,23,441.6,Four-Door Car,56.93308342
RD22761,Washington,20579.69157,Basic,0,Suburban,69,5,26,566.673518,Four-Door Car,41.55295395
PZ10136,Oregon,2465.616631,Basic,51641,Rural,63,8,80,137.091494,Four-Door Car,57.4891604
OG62048,California,9052.951051,Basic,10211,Suburban,119,7,16,571.2,SUV,64.72865034
IH23596,California,2546.364668,Basic,0,Urban,68,13,11,296.692076,Four-Door Car,58.53281324
HE72629,Arizona,3007.386248,Extended,0,Rural,80,31,67,16.524885,Two-Door Car,49.23951562
KW52549,Arizona,27789.69235,Extended,33806,Urban,89,32,59,395.729716,Four-Door Car,63.21060486
OZ82391,California,6289.014959,Extended,50269,Rural,80,15,88,32.228778,Two-Door Car,62.43102519
HH22446,Nevada,3954.344534,Basic,18375,Suburban,103,8,50,535.080276,Sports Car,46.82904687
HW16019,Oregon,7583.189638,Basic,24133,Rural,68,20,42,76.026046,Two-Door Car,60.96971041
IS30186,California,6186.497831,Extended,88375,Rural,77,23,11,0.42331,Four-Door Car,51.77144034
HN45134,Arizona,5757.442258,Basic,88997,Rural,72,9,71,174.041566,Four-Door Car,32.70757598
XI79589,California,4473.883999,Extended,0,Suburban,125,2,84,600,SUV,63.98735676
LK57294,Oregon,4786.009693,Basic,23402,Suburban,61,29,38,292.8,Four-Door Car,69.39385042
JM88889,California,12244.9049,Premium,46396,Urban,103,11,79,384.01403,Four-Door Car,55.78144304
EZ51276,Arizona,7121.080412,Extended,0,Suburban,96,28,62,460.8,Four-Door Car,48.16694039
JF16295,Oregon,7547.762822,Premium,0,Suburban,102,34,37,489.6,Four-Door Car,35.86651793
XU76821,California,20380.06652,Basic,33175,Rural,66,31,76,84.520776,Two-Door Car,40.57926622
KR62128,California,9011.764865,Basic,63885,Rural,114,0,17,86.477384,SUV,44.31354848
TG70775,California,20096.89337,Basic,92766,Suburban,71,17,15,379.029102,Two-Door Car,71.3800791
XR75319,Arizona,4786.889347,Basic,45515,Urban,61,14,33,236.907007,Two-Door Car,58.02250069
QB26845,Oregon,11578.12643,Basic,0,Suburban,115,21,46,1163.620366,SUV,40.28495966
No94161,California,2719.431536,Basic,37703,Rural,70,11,51,83.121963,Two-Door Car,43.53609015
SQ87105,Oregon,4760.941906,Basic,0,Suburban,68,9,1,489.6,Four-Door Car,54.69623905
XM14899,Oregon,8701.363763,Extended,0,Suburban,122,8,32,684.851797,SUV,53.81294834
QQ51185,Nevada,2659.495086,Basic,64987,Urban,66,17,90,182.927837,Four-Door Car,52.33733713
XW51700,Arizona,5139.561422,Basic,73180,Rural,64,27,43,132.543257,Four-Door Car,28.51285033
YK60829,Oregon,20096.89337,Basic,92766,Suburban,71,17,15,379.029102,Two-Door Car,48.9654808
FB68802,Arizona,4025.095533,Basic,0,Suburban,119,29,54,571.2,SUV,51.54707689
ON67674,California,2771.045031,Basic,50071,Rural,71,3,32,18.918935,Two-Door Car,53.05340763
MS20849,California,6745.886896,Extended,53058,Rural,91,16,44,209.465295,Four-Door Car,49.35552989
VK94354,Oregon,9259.715798,Extended,0,Rural,127,11,86,22.483259,SUV,51.87444775
PZ53130,California,8467.267232,Basic,16370,Urban,74,4,54,296.049396,Two-Door Car,59.25201454
HV75704,California,22762.21479,Basic,70521,Suburban,63,13,26,302.4,Four-Door Car,40.23506852
GU18646,Oregon,9332.494982,Extended,58007,Suburban,81,23,71,518.346912,Two-Door Car,49.97912985
LI77073,Oregon,7100.3251,Premium,31670,Suburban,179,33,3,1288.8,Sports Car,45.46021772
FW43809,Oregon,8007.399376,Basic,0,Suburban,112,12,93,537.6,Sports Car,46.90323585
WC11515,Arizona,19511.99782,Basic,0,Suburban,70,28,26,491.112176,Four-Door Car,66.04511043
ZT52415,Oregon,8145.985919,Basic,62534,Suburban,68,10,1,326.4,Two-Door Car,37.57726847
PH83205,Oregon,2810.464447,Basic,26790,Suburban,71,4,41,340.8,Two-Door Car,48.26874031
GI46001,California,6846.150323,Extended,0,Suburban,95,13,20,456,Two-Door Car,42.79091596
DY27653,Oregon,3755.806897,Extended,56178,Suburban,94,1,39,451.2,Four-Door Car,56.69041622
GB70718,Arizona,2393.036297,Basic,28646,Suburban,61,11,50,355.028632,Four-Door Car,54.08759411
YE12395,Oregon,40636.66734,Extended,31267,Suburban,129,4,45,619.2,Sports Car,52.0778105
MA94219,Nevada,9067.658438,Premium,78250,Suburban,114,7,66,547.2,Four-Door Car,39.69163467
FJ28407,California,5619.689084,Premium,0,Suburban,153,25,5,1027.000029,SUV,46.45127535
CJ72056,California,8013.895125,Basic,65636,Suburban,67,15,72,321.6,Four-Door Car,44.8574905
QU52713,California,4089.036013,Basic,43177,Urban,103,34,74,420.966805,SUV,47.49795126
FE20514,Oregon,5065.486772,Basic,26733,Urban,66,7,55,218.717113,Four-Door Car,52.31258838
RY43586,Oregon,8372.851175,Basic,12590,Rural,73,22,1,132.503461,Two-Door Car,61.57016371
SK66747,Washington,66025.75407,Basic,33481,Suburban,188,28,46,1194.892002,Luxury SUV,65.00227648
SC31713,California,8175.315246,Extended,0,Suburban,80,25,80,384,Four-Door Car,44.65030377
TH72420,Oregon,8720.458745,Basic,25752,Suburban,73,28,85,378.262864,Two-Door Car,56.79420483
FD75102,California,3237.500928,Extended,27982,Rural,87,15,74,14.743099,Two-Door Car,62.84621465
LW75453,California,5354.612433,Basic,29445,Suburban,68,0,31,334.015169,Four-Door Car,37.27033352
BS96517,Washington,2375.001798,Basic,47455,Urban,61,1,61,278.804991,Four-Door Car,51.93588436
SO55284,Nevada,8646.504109,Basic,64125,Urban,108,3,44,369.818708,SUV,50.08257379
SD83603,Oregon,6672.127831,Extended,56830,Urban,83,6,27,319.799712,Two-Door Car,69.01085236
JQ68425,California,12919.41828,Basic,58236,Rural,108,22,92,67.253453,SUV,29.28393634
VM51572,Washington,7385.359236,Basic,54289,Suburban,62,32,13,430.093647,Four-Door Car,62.93830985
JH58282,California,7200.664877,Basic,0,Suburban,66,16,77,316.8,Four-Door Car,56.54470491
WP23743,California,7281.715134,Extended,47482,Suburban,93,19,45,594.177664,Four-Door Car,41.78796522
DS47984,Arizona,3237.996209,Extended,60244,Urban,83,3,72,326.281835,Four-Door Car,35.99207176
UV52613,Arizona,2722.986709,Basic,20867,Suburban,71,0,79,340.8,Four-Door Car,39.91235835
XM96138,California,11277.72488,Extended,98138,Urban,93,30,10,427.52731,Four-Door Car,61.40483
HF95739,California,8555.887254,Extended,0,Suburban,81,6,49,583.2,Four-Door Car,48.93764443
HG81101,Washington,2911.923334,Basic,20327,Suburban,74,26,44,824.254866,Four-Door Car,48.46456896
VN27419,Oregon,10083.48688,Extended,11828,Suburban,90,18,84,571.479602,Four-Door Car,40.83903206
VZ59523,Arizona,5704.977144,Basic,50695,Rural,71,31,30,110.567069,Two-Door Car,55.5779798
UF91715,Nevada,7664.80924,Premium,0,Suburban,107,14,90,770.4,Four-Door Car,48.62749732
JV13438,Oregon,4909.027487,Basic,98693,Suburban,61,7,57,292.8,Four-Door Car,28.1229923
MN82687,Oregon,5470.060561,Extended,54507,Suburban,138,20,11,702.990032,SUV,44.00420311
MR50410,Nevada,5067.002561,Extended,89703,Urban,126,6,54,601.983113,SUV,60.72523733
DT53270,Washington,4896.271406,Basic,0,Suburban,71,9,6,421.147532,Four-Door Car,52.49099627
DA79098,California,4572.041785,Basic,0,Suburban,67,19,82,357.14996,Two-Door Car,51.32420321
FY86121,Oregon,8237.376444,Basic,70882,Rural,69,20,50,124.380223,Four-Door Car,53.40232604
AA69265,Nevada,3964.730745,Premium,60817,Suburban,103,3,79,494.4,Four-Door Car,43.60756097
ZT86224,Nevada,10901.22525,Extended,72257,Urban,90,28,61,408.415481,Four-Door Car,44.03928748
GW89148,California,16304.29777,Extended,90008,Urban,137,13,3,406.986034,SUV,47.73468718
EJ97834,Nevada,2619.478929,Basic,93987,Urban,65,9,1,251.321448,Two-Door Car,31.07537406
VM66678,Oregon,14024.35839,Premium,81872,Rural,115,10,55,256.43803,Four-Door Car,69.9141716
OY34553,Nevada,24320.64401,Basic,60221,Urban,67,3,17,238.561687,Four-Door Car,65.35856309
JL49772,Arizona,24249.33685,Basic,33651,Urban,69,21,37,328.65413,Four-Door Car,16.27146096
ZO44848,California,20864.30762,Basic,0,Urban,61,22,94,216.08671,Four-Door Car,53.53691478
TW66679,Oregon,8823.852473,Basic,75741,Rural,109,31,59,217.188864,SUV,55.40398987
RP98585,Arizona,7610.203455,Extended,38086,Urban,96,17,10,243.237741,Two-Door Car,37.84731345
XK83294,California,7486.171898,Basic,38725,Suburban,64,12,58,307.2,Two-Door Car,49.60290616
VZ43707,Nevada,8763.449964,Extended,20132,Suburban,86,5,61,412.8,Four-Door Car,52.20120838
RO89767,Arizona,27386.15024,Basic,0,Urban,105,0,47,451.13986,Sports Car,56.50348607
UN49741,Oregon,11121.62179,Basic,44299,Suburban,106,25,76,754.260616,SUV,57.31350617
SY46862,Arizona,5657.685223,Extended,98917,Rural,139,18,21,336.612234,Sports Car,53.910505
ZY60545,California,18938.53677,Basic,91535,Rural,67,35,13,126.634634,Four-Door Car,47.81854391
WP62115,Washington,13865.83107,Basic,53484,Urban,70,12,12,333.051529,Two-Door Car,42.09184405
NK16909,Oregon,8188.91743,Basic,45318,Suburban,103,17,27,494.4,SUV,34.00264935
BQ41371,Oregon,5626.530435,Basic,46897,Suburban,70,16,47,344.377218,Four-Door Car,46.02146662
QF29828,Arizona,3208.919835,Extended,40135,Rural,80,29,70,78.008093,Four-Door Car,46.26135201
LP59331,Arizona,5282.543094,Basic,38606,Suburban,68,16,99,413.288851,Four-Door Car,57.42361659
NJ46471,Oregon,8696.7107,Basic,56550,Rural,73,22,41,162.775889,Four-Door Car,41.04970195
KX53892,Oregon,5259.444853,Basic,61146,Urban,65,7,68,273.018929,Four-Door Car,60.30283127
YP37291,Nevada,7854.771821,Basic,36409,Suburban,66,26,33,316.8,Four-Door Car,64.08521065
RX93631,Arizona,6438.97103,Extended,90035,Rural,80,28,38,141.628547,Four-Door Car,45.48380302
GS26763,California,11633.57855,Extended,39669,Suburban,98,13,63,492.935479,Two-Door Car,49.39796583
SK74843,Arizona,2442.422113,Basic,57963,Rural,61,11,63,42.160829,Four-Door Car,51.4069591
AG47947,Washington,14024.35839,Premium,81872,Rural,115,10,55,256.43803,Four-Door Car,46.69783719
LQ23049,California,2491.257604,Basic,25965,Suburban,65,23,27,329.206567,Four-Door Car,44.65755087
VF10088,Arizona,3410.199334,Extended,59662,Rural,85,6,76,10.168824,Four-Door Car,66.25980453
OJ65428,Nevada,3842.028065,Premium,27906,Suburban,102,5,57,489.6,Four-Door Car,33.47378665
ZF48094,Oregon,3339.853704,Extended,51032,Urban,83,5,56,349.954886,Four-Door Car,64.71774318
TN56613,Arizona,5358.269985,Extended,83771,Urban,133,26,18,482.328161,Sports Car,58.27747056
IA33339,Oregon,9268.672154,Basic,57052,Urban,115,7,56,483.62724,SUV,40.15512749
UB28078,California,4200.373728,Premium,51510,Suburban,106,11,17,688.547375,Four-Door Car,49.94678919
ZK60855,Oregon,4829.571981,Basic,34819,Urban,61,0,31,185.898327,Four-Door Car,54.6145603
CM73149,California,14244.73069,Extended,31189,Suburban,122,18,10,585.6,Sports Car,58.15635678
SC81807,California,4095.201692,Basic,32180,Suburban,103,3,28,558.835255,Sports Car,46.85997698
DS57918,California,33718.8424,Basic,27500,Urban,114,25,47,472.280461,SUV,58.00689995
TN29644,California,7540.054749,Extended,67018,Rural,94,11,17,104.427573,Four-Door Car,54.10155189
UL17918,Arizona,2821.002026,Extended,0,Suburban,77,32,0,436.369797,Two-Door Car,63.50364916
MJ25422,Oregon,36695.90627,Basic,0,Suburban,199,7,93,1062.090461,Luxury SUV,50.80661811
FG21377,California,19731.34147,Basic,33588,Suburban,62,2,64,419.921897,Four-Door Car,55.99083995
BQ15946,Oregon,6685.069081,Extended,56270,Suburban,83,23,2,398.4,Four-Door Car,59.16942642
CO53249,Arizona,8408.317401,Basic,82800,Suburban,70,12,94,442.194796,Four-Door Car,45.03789279
XS83731,Arizona,7371.58568,Basic,0,Suburban,68,2,70,425.137341,Four-Door Car,53.77040622
VH41477,Oregon,4742.106389,Premium,63891,Rural,119,13,13,7.651121,Two-Door Car,46.18672474
AT13963,Washington,15865.166,Extended,43946,Urban,133,13,83,415.98615,Sports Car,52.4609944
XU49878,Washington,5396.311664,Basic,62039,Urban,68,8,30,265.877583,Four-Door Car,47.87638401
RY10920,Oregon,4330.38602,Premium,60475,Suburban,107,9,18,513.6,Four-Door Car,41.93522361
OC32181,Nevada,5708.024308,Basic,70279,Urban,71,17,25,331.231484,Four-Door Car,42.97318159
OE19653,Oregon,3500.855508,Extended,0,Suburban,93,4,63,446.4,Two-Door Car,57.26157525
WG39961,Oregon,3919.366722,Extended,66676,Suburban,97,0,40,558.099357,Four-Door Car,55.77470625
QY78671,Arizona,2910.317298,Extended,12048,Suburban,77,6,46,369.6,Four-Door Car,41.61090518
SY48591,Arizona,4827.77681,Basic,0,Suburban,68,29,91,326.4,Four-Door Car,62.58416553
SM16060,Arizona,4811.740943,Basic,0,Suburban,68,34,37,619.07199,Two-Door Car,56.59055848
FW53453,California,7834.151482,Extended,36094,Urban,99,28,50,456.50357,Two-Door Car,43.3792245
KU42210,Arizona,14666.23121,Basic,0,Suburban,61,0,31,439.2,Four-Door Car,44.47902036
XR74789,Washington,7199.645715,Extended,63328,Suburban,89,19,19,427.2,Two-Door Car,50.09970922
GB39602,Nevada,3914.719645,Basic,0,Suburban,112,6,0,587.861936,Sports Car,61.52881201
SK93727,Washington,9470.273932,Premium,36121,Suburban,118,7,91,1107.145019,Four-Door Car,50.24447251
OM37845,California,5479.555081,Basic,56005,Suburban,68,31,30,326.4,Four-Door Car,50.7578899
VR45143,Arizona,2488.241391,Basic,48597,Urban,71,12,63,305.697525,Four-Door Car,56.95879985
GF35623,California,5886.615741,Extended,0,Suburban,81,21,37,583.2,Four-Door Car,36.4096177
AF47139,Oregon,8406.385414,Basic,42540,Rural,70,15,52,43.548973,Four-Door Car,56.85897148
IS48950,California,8685.91529,Basic,87544,Suburban,109,28,92,523.2,SUV,27.37002695
NC98544,Nevada,25030.37545,Extended,26292,Suburban,80,1,81,384,Two-Door Car,52.27250436
AD12500,California,17822.56375,Extended,42696,Suburban,228,17,50,1273.741085,Luxury Car,58.02393448
ZE59681,Nevada,2798.679988,Basic,88009,Urban,71,29,21,266.52482,Two-Door Car,52.64481545
JQ91314,Washington,3288.6575,Extended,0,Suburban,97,27,17,1026.315988,Four-Door Car,46.47822126
WX92260,Washington,2004.350666,Basic,0,Suburban,66,16,35,316.8,Four-Door Car,51.1129242
MO21402,Oregon,13736.1325,Premium,16181,Suburban,181,22,79,1261.319869,SUV,49.77710084
QY41319,Oregon,4411.65582,Basic,0,Suburban,62,20,88,446.4,Two-Door Car,37.00707033
WE90911,Arizona,5392.440611,Extended,75438,Urban,136,11,97,438.480672,SUV,75.54820383
KB90888,Oregon,2561.576924,Basic,0,Suburban,73,25,5,842.87608,Two-Door Car,42.44035721
NN87570,Oregon,6057.07208,Extended,27681,Suburban,83,13,62,398.4,Two-Door Car,57.34288146
PD94315,Arizona,22256.69368,Premium,23444,Suburban,196,7,62,940.8,SUV,64.24900898
IN65727,Washington,2693.530229,Basic,63684,Suburban,68,6,87,343.889585,Two-Door Car,42.50689279
FB76635,Oregon,4296.604128,Basic,61737,Urban,107,21,65,495.670802,Sports Car,41.4978321
RF58958,California,11624.82149,Premium,0,Suburban,113,32,66,813.6,Four-Door Car,65.93290234
AZ15952,Oregon,8749.496793,Premium,52373,Rural,111,2,37,186.160527,Four-Door Car,49.2856023
KP22549,Oregon,3155.911309,Extended,58213,Rural,79,22,50,39.714767,Four-Door Car,61.0714485
QC34927,California,3317.904817,Extended,74142,Suburban,83,24,60,398.4,Two-Door Car,48.50341784
WD87578,Nevada,7821.188278,Premium,0,Suburban,109,31,74,784.8,Four-Door Car,33.56263924
ER51965,Washington,4240.925575,Premium,49746,Suburban,111,4,85,589.298521,Four-Door Car,53.64304049
LA53648,California,8992.779137,Extended,0,Suburban,129,13,4,1059.572464,SUV,46.59767444
FX73249,Oregon,7304.15545,Premium,0,Suburban,104,35,79,499.2,Four-Door Car,52.70675574
WF53890,Arizona,5217.513287,Basic,39854,Urban,66,6,4,261.930545,Two-Door Car,48.78095483
QL35310,Nevada,2725.356404,Basic,36650,Rural,69,2,70,56.60333,Four-Door Car,57.25362004
FY30870,California,18569.50063,Extended,32756,Urban,93,18,67,381.118731,Two-Door Car,40.15316079
JF73533,Nevada,9985.366015,Extended,36268,Suburban,86,2,22,531.164627,Four-Door Car,49.03325329
IW70308,Oregon,8257.666512,Basic,23815,Suburban,73,4,47,424.330166,Four-Door Car,53.36880111
ZS50183,Arizona,8002.308333,Basic,0,Suburban,107,3,65,513.6,SUV,47.56100874
EU38033,Nevada,5897.745369,Basic,39188,Suburban,74,9,2,355.2,Four-Door Car,32.11228244
ZJ86769,Nevada,4686.469674,Basic,58089,Suburban,118,31,83,566.4,SUV,52.8513111
JZ90556,Oregon,5943.07303,Basic,62120,Rural,74,5,39,28.31732,Four-Door Car,65.96532991
OQ43721,Oregon,2648.471057,Basic,26540,Suburban,69,15,4,378.432035,Four-Door Car,67.16543793
NI71089,California,4650.063763,Basic,28215,Suburban,65,15,26,468,Two-Door Car,67.81507877
ZF84966,Nevada,44856.11397,Extended,61675,Urban,123,35,54,482.550044,SUV,57.11407565
LN11802,California,26570.34335,Basic,0,Suburban,100,16,36,480,Sports Car,55.15394419
CG92708,Nevada,2951.294057,Basic,69600,Urban,74,35,28,341.396161,Four-Door Car,50.00802008
TH59993,California,2464.510412,Basic,40982,Rural,62,6,88,106.665934,Four-Door Car,54.93839916
WH76688,Oregon,5555.830205,Basic,74015,Suburban,72,12,61,471.443077,Four-Door Car,31.33358822
NK82261,California,3199.703983,Extended,0,Suburban,94,6,61,1121.876091,Two-Door Car,36.94541021
FI93397,Oregon,2776.317884,Extended,0,Suburban,79,28,94,509.028102,Four-Door Car,43.61062985
FO33051,Arizona,16355.31386,Premium,29439,Suburban,146,4,10,700.8,SUV,59.05269391
ZE40223,Oregon,7329.889139,Basic,0,Suburban,108,26,94,518.4,Sports Car,44.31390263
II49996,Arizona,5555.830205,Basic,74015,Suburban,72,12,61,471.443077,Four-Door Car,60.44308433
AX71707,Arizona,6383.482152,Extended,67881,Suburban,79,6,70,391.039166,Two-Door Car,34.97280128
GF38306,Nevada,7758.588506,Extended,96162,Urban,97,9,91,376.569009,Four-Door Car,44.30750713
TN54884,California,14932.09982,Basic,39049,Urban,63,30,34,294.75626,Two-Door Car,47.02342964
DD27635,Oregon,8047.410936,Basic,29808,Rural,105,18,38,52.456587,SUV,80.19741323
NX84287,California,10861.515,Extended,65727,Urban,134,14,15,363.995013,SUV,44.23399832
EO38569,Washington,2195.295372,Basic,0,Suburban,62,30,29,446.4,Four-Door Car,62.60517759
FF77476,California,2397.036098,Basic,22283,Suburban,65,16,93,572.072106,Four-Door Car,51.27074571
CW92156,Washington,4070.045873,Basic,37435,Urban,105,3,22,314.441585,SUV,50.10617151
XA53408,Oregon,5578.522348,Basic,27756,Suburban,71,6,52,735.733206,Two-Door Car,42.8615032
CV86445,Arizona,8139.525579,Basic,86876,Rural,68,9,3,118.810361,Four-Door Car,37.59635536
TK32843,California,7444.939419,Premium,0,Suburban,114,21,41,863.861736,Four-Door Car,41.63249839
EV14053,California,7295.332712,Extended,34062,Suburban,91,23,51,603.350571,Four-Door Car,48.42738803
IY38767,Oregon,5325.724541,Basic,0,Suburban,73,17,44,496.474767,Two-Door Car,35.64508172
VJ34494,Washington,2442.212317,Basic,0,Suburban,69,7,10,331.2,Four-Door Car,73.54982339
SN36487,Arizona,10307.65258,Extended,78358,Suburban,128,6,75,614.4,SUV,66.23556772
SW88021,California,2461.797738,Basic,12222,Suburban,67,8,70,321.6,Two-Door Car,47.95217372
US43945,California,2521.684392,Basic,41247,Suburban,64,17,6,307.2,Two-Door Car,43.79884499
QC93181,California,25464.82059,Extended,13663,Suburban,97,1,66,465.6,Four-Door Car,47.57802769
XS89049,Nevada,2822.591481,Basic,25531,Suburban,74,27,52,355.2,Two-Door Car,61.95272393
QR79788,Nevada,5811.996703,Basic,58643,Urban,74,33,58,329.46648,Four-Door Car,55.60923716
WG51244,Oregon,21850.34627,Basic,48107,Suburban,190,6,34,912,Luxury SUV,45.83432651
BF56053,Washington,9320.240511,Premium,18643,Suburban,119,34,41,571.2,Four-Door Car,44.04172353
AN97123,Nevada,22305.32351,Premium,0,Urban,102,13,89,401.528957,Two-Door Car,53.81431474
VS30147,Oregon,22118.81261,Basic,58645,Urban,110,15,44,427.723646,SUV,60.39239704
FY70464,Oregon,7218.16275,Premium,95058,Rural,177,11,90,89.712324,SUV,67.23581617
BG19572,Washington,6117.034997,Extended,0,Suburban,87,16,83,1032.609293,Four-Door Car,48.98218666
LR43989,Oregon,4882.289803,Basic,19715,Suburban,66,25,11,475.2,Four-Door Car,50.79353973
ER10834,Nevada,2674.07551,Basic,68787,Rural,66,7,64,105.379402,Four-Door Car,54.3547893
WL46620,Nevada,7724.678387,Basic,29056,Suburban,66,19,2,355.531267,Two-Door Car,56.78246344
MO27230,Oregon,4708.203284,Basic,47829,Suburban,117,23,37,561.6,SUV,44.1440557
HD32695,Arizona,4447.423455,Premium,13128,Suburban,118,11,21,771.878514,Four-Door Car,39.5165923
ED89934,California,4823.558028,Extended,58946,Urban,121,5,87,486.720776,SUV,30.72388422
WU63862,Oregon,5420.361822,Basic,31614,Urban,71,26,69,234.683628,Four-Door Car,32.82397772
EW27959,California,7583.141211,Basic,44667,Urban,65,25,53,245.661376,Four-Door Car,37.30705751
IG15771,Oregon,3852.425156,Premium,0,Suburban,111,33,76,937.824847,Four-Door Car,46.09070045
PJ84431,California,7647.451823,Basic,91512,Suburban,189,6,86,907.2,Luxury Car,35.04688486
RW46214,Oregon,5229.68034,Basic,26540,Suburban,69,13,65,331.2,Four-Door Car,52.7299165
VP91482,Oregon,3614.078436,Basic,0,Suburban,103,35,76,741.6,SUV,53.05619942
DZ48278,Nevada,2853.512645,Basic,38798,Urban,72,24,48,332.945455,Four-Door Car,33.11513498
HC37968,Oregon,8543.325539,Basic,0,Suburban,117,0,6,561.6,Sports Car,47.95125705
CQ15251,Oregon,5150.416511,Basic,65629,Rural,64,21,28,89.411365,Four-Door Car,59.37666294
QD36906,Nevada,8723.667123,Basic,33291,Rural,73,30,2,172.226165,Four-Door Car,51.14201556
BG95711,California,16477.47799,Extended,57264,Rural,84,0,30,129.249842,Four-Door Car,70.77951607
HR44460,California,26338.58626,Basic,60970,Rural,110,20,10,94.496547,SUV,56.21059743
NE57101,Oregon,4244.470352,Basic,34220,Suburban,109,23,71,523.2,SUV,47.73616062
UQ34669,Arizona,5757.442258,Basic,88997,Rural,72,9,71,174.041566,Four-Door Car,41.72705084
BL42392,Arizona,4826.831451,Basic,18779,Urban,63,10,65,215.255721,Four-Door Car,56.21224495
WC52068,Oregon,8092.87696,Basic,50825,Urban,102,3,46,369.614729,SUV,58.25648397
GB20532,Arizona,3011.270628,Extended,0,Suburban,86,18,41,569.130423,Four-Door Car,57.70291165
XS74432,California,8663.919296,Basic,29218,Suburban,72,33,40,502.369442,Four-Door Car,63.58014488
YA10507,California,2471.528431,Basic,95697,Rural,61,16,55,114.273025,Two-Door Car,40.28554107
NL59273,Oregon,5627.297887,Basic,61486,Urban,70,2,65,334.13351,Two-Door Car,40.33163762
BZ81849,Arizona,7494.087341,Basic,0,Suburban,68,6,25,326.4,Four-Door Car,56.88322187
MF83904,Oregon,5452.625449,Basic,17723,Suburban,72,3,40,345.6,Two-Door Car,48.59411994
MH14039,California,2592.437797,Basic,72421,Suburban,65,8,23,312,Four-Door Car,66.48068453
XJ26467,California,6721.893743,Extended,36510,Urban,84,10,36,286.781601,Four-Door Car,47.91523531
BC53546,Oregon,5500.576161,Basic,35396,Suburban,70,32,12,336,Two-Door Car,35.22198405
KB58189,Oregon,2550.659053,Basic,69230,Urban,63,31,13,283.241868,Four-Door Car,31.8989531
FF31523,Washington,7771.582097,Premium,28054,Urban,195,1,63,571.663256,SUV,58.78382475
EE98024,California,4236.301454,Premium,25866,Suburban,109,20,56,523.2,Four-Door Car,53.10842756
QA50777,Oregon,9025.067525,Premium,23675,Suburban,117,4,31,707.925645,Four-Door Car,57.78287019
HW36182,California,2615.911934,Basic,0,Suburban,71,22,45,340.8,Two-Door Car,52.23279068
SB64064,Nevada,2396.219292,Basic,0,Suburban,66,6,71,433.160284,Four-Door Car,30.97089216
MY60905,California,4784.416267,Basic,0,Suburban,68,16,81,326.4,Two-Door Car,34.65546825
FB77856,Nevada,3873.647046,Basic,28142,Suburban,105,18,50,701.708239,Sports Car,56.42131707
XQ93931,Oregon,7806.137458,Basic,23706,Suburban,68,1,56,326.4,Four-Door Car,44.59497829
WA74455,Arizona,4717.625727,Extended,0,Suburban,131,0,80,628.8,SUV,43.09254711
GK98989,Washington,5625.908671,Extended,0,Suburban,85,34,31,872.203927,Four-Door Car,65.21787039
VA35421,Nevada,5182.941518,Basic,83527,Rural,64,19,27,39.127298,Two-Door Car,43.30681447
BB41401,Arizona,6005.214792,Extended,26876,Suburban,76,17,72,364.8,Four-Door Car,69.10557121
RQ16234,Arizona,9837.507586,Extended,55099,Rural,122,33,86,260.265417,Sports Car,49.56895005
DO83789,Arizona,5206.028448,Basic,71661,Suburban,65,7,92,312,Four-Door Car,26.7155651
AK46006,Oregon,36293.14678,Extended,18047,Suburban,242,5,50,1350.379181,Luxury SUV,47.67881061
CJ59481,Washington,2837.109178,Basic,90893,Rural,70,8,82,70.712507,Two-Door Car,47.54021869
JL86651,Nevada,11785.04181,Premium,90016,Rural,102,28,34,20.405935,Four-Door Car,42.51208397
AN32867,California,3124.933827,Extended,81285,Suburban,81,18,2,441.765368,Four-Door Car,50.87488933
AC67315,Nevada,13862.10016,Basic,96950,Suburban,115,20,74,633.132017,Sports Car,57.18240326
XN90444,California,8200.269735,Basic,24814,Suburban,69,31,48,331.2,Two-Door Car,54.78962046
CZ72326,Oregon,8456.268179,Extended,0,Suburban,90,14,16,648,Two-Door Car,50.4507775
FG18525,Nevada,2124.173841,Basic,0,Rural,61,17,14,60.5975,Two-Door Car,42.95181759
HC25359,Oregon,9045.111945,Premium,52572,Urban,113,30,22,441.623031,Four-Door Car,50.2323019
SM39580,Arizona,3187.351993,Extended,0,Suburban,85,27,29,595.160486,Two-Door Car,45.11396761
UU81720,California,8113.962284,Basic,41701,Rural,68,16,74,64.646458,Four-Door Car,55.47262373
WO53546,Oregon,34039.05613,Basic,0,Suburban,104,26,66,499.2,Sports Car,42.84723702
UH76249,Arizona,9087.586819,Extended,0,Suburban,80,7,77,384,Four-Door Car,43.93621931
YP79029,California,12519.79639,Basic,34179,Suburban,107,15,26,770.4,Sports Car,32.35074146
