customerID,SeniorCitizen,tenure,ServiceCount,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TotChargesAct
4830-FAXFM,0,19,8,Month-to-month,Yes,24.1,439.2,No,439.2
5906-BFOZT,0,1,7,Month-to-month,Yes,19.5,19.5,No,19.5
2960-NKRSO,0,24,5,Month-to-month,Yes,85.95,2107.15,No,2107.15
8996-ZROXE,1,57,4,One year,Yes,53.5,3035.8,No,3035.8
5598-IKHQQ,0,72,8,Two year,No,25.45,1866.45,No,1866.45
0397-ZXWQF,0,67,7,Two year,No,20.5,1430.95,No,1430.95
5266-PFRQK,0,52,7,One year,Yes,20.85,1071.6,No,1071.6
4674-HGNUA,0,71,9,Two year,No,89.9,6457.15,No,6457.15
6765-MBQNU,0,26,8,One year,No,26,684.05,No,684.05
9786-IJYDL,0,35,9,Two year,Yes,113.2,3914.05,No,3914.05
1303-SRDOK,0,55,2,Two year,Yes,69.05,3842.6,No,3842.6
3769-MHZNV,0,33,7,Two year,No,20.1,670.35,No,670.35
6295-OSINB,0,72,8,Two year,Yes,109.65,7880.25,No,7880.25
3308-MHOOC,0,1,7,Month-to-month,Yes,19.2,19.2,No,19.2
2309-OSFEU,0,10,2,Month-to-month,Yes,33.9,298.45,Yes,298.45
2207-QPJED,1,37,5,Month-to-month,No,90,3371.75,No,3371.75
4177-JPDFU,0,12,3,Month-to-month,No,34,442.45,No,442.45
2239-CFOUJ,0,1,7,One year,No,20.4,20.4,No,20.4
8046-DNVTL,0,62,4,Two year,Yes,38.6,2345.55,No,2345.55
2209-XADXF,0,1,1,Month-to-month,No,25.25,25.25,No,25.25
6620-JDYNW,0,18,5,Month-to-month,Yes,60.6,1156.35,No,1156.35
1891-FZYSA,1,69,5,Month-to-month,Yes,89.95,6143.15,Yes,6143.15
4770-UEZOX,0,2,3,Month-to-month,Yes,74.75,144.8,No,144.8
1038-RQOST,0,19,7,Month-to-month,No,20.6,414.95,No,414.95
7613-LLQFO,0,12,4,Month-to-month,Yes,84.45,1059.55,Yes,1059.55
4568-TTZRT,0,9,7,Month-to-month,No,20.4,181.8,No,181.8
9513-DXHDA,0,27,7,One year,No,81.7,2212.55,No,2212.55
2640-PMGFL,0,27,4,Month-to-month,Yes,79.5,2180.55,Yes,2180.55
3801-HMYNL,0,1,4,Month-to-month,No,89.15,89.15,Yes,89.15
0516-QREYC,1,24,7,Month-to-month,Yes,20.3,459.95,No,459.95
9685-WKZGT,1,14,3,Month-to-month,Yes,74.95,1036.75,Yes,1036.75
6022-UGGSO,1,32,3,Month-to-month,Yes,74.4,2276.95,Yes,2276.95
8084-OIVBS,0,11,7,One year,No,20,211.95,No,211.95
8896-BQTTI,0,1,8,Month-to-month,Yes,25,25,No,25
3865-QBWSJ,1,38,4,Month-to-month,Yes,80.45,3162.65,No,3162.65
3352-RICWQ,0,9,7,Two year,No,19.75,210.65,No,210.65
2160-GPFXD,0,54,6,Two year,Yes,65.65,3566.7,No,3566.7
2065-MMKGR,0,29,5,One year,Yes,71,2080.1,No,2080.1
5857-TYBCJ,1,44,5,Month-to-month,Yes,89.2,4040.2,No,4040.2
1498-NHTLT,0,59,8,Two year,Yes,86.75,5186,No,5186
4484-CGXFK,0,3,3,Month-to-month,Yes,55.3,196.15,Yes,196.15
1402-PTHGN,0,18,5,One year,Yes,61.5,1087.45,No,1087.45
4176-RELJR,1,67,8,Two year,No,25.1,1672.15,No,1672.15
6214-EDAKZ,0,22,4,Month-to-month,No,55.15,1206.05,Yes,1206.05
5199-FPUSP,0,33,3,One year,No,34.05,1113.95,No,1113.95
6377-KSLXC,0,5,7,Month-to-month,No,19.95,107.05,No,107.05
1796-JANOW,0,2,7,Month-to-month,No,19.95,38.15,No,38.15
0238-WHBIQ,0,72,9,Two year,No,89.7,6339.3,No,6339.3
8735-NBLWT,0,9,7,Month-to-month,No,20.4,184.1,No,184.1
6651-RLGGM,0,67,8,Two year,No,26.3,1688.9,No,1688.9
6127-ISGTU,0,16,4,Month-to-month,Yes,84.95,1378.25,Yes,1378.25
1614-JBEBI,0,8,7,Month-to-month,Yes,20.7,137.6,No,137.6
8740-XLHDR,0,5,5,Month-to-month,Yes,43.25,219,Yes,219
1208-DNHLN,0,23,3,One year,Yes,48.35,1067.15,Yes,1067.15
1761-AEZZR,0,1,3,Month-to-month,Yes,79.55,79.55,Yes,79.55
3923-CSIHK,1,50,2,Month-to-month,Yes,71.05,3444.85,Yes,3444.85
5696-EXCYS,0,17,7,Two year,No,19.45,369.05,No,369.05
5795-KTGUD,0,68,8,Two year,Yes,110.8,7553.6,No,7553.6
7120-RFMVS,0,1,4,Month-to-month,No,84.5,84.5,Yes,84.5
7924-GJZFI,1,25,2,Month-to-month,Yes,69.3,1813.1,No,1813.1
4702-HDRKD,0,67,5,One year,Yes,49.35,3321.35,No,3321.35
8512-WIWYV,0,32,7,One year,No,20.35,707.5,No,707.5
5897-ZYEKH,1,67,7,One year,Yes,105.6,7112.15,No,7112.15
5456-ITGIC,1,72,7,Two year,Yes,64.45,4641.1,No,4641.1
7317-GGVPB,0,71,8,Two year,Yes,108.6,7690.9,Yes,7690.9
1406-PUQVY,0,1,3,Month-to-month,Yes,49.9,49.9,No,49.9
1322-AGOQM,0,46,2,Month-to-month,No,30.3,1380.1,Yes,1380.1
3677-IYRBF,1,2,2,Month-to-month,Yes,30.4,78.65,Yes,78.65
5692-FPTAH,0,1,2,Month-to-month,Yes,45.4,45.4,Yes,45.4
9114-AAFQH,0,48,5,One year,Yes,65.65,3094.65,No,3094.65
8715-KKTFG,0,61,7,One year,Yes,103.3,6518.35,No,6518.35
1550-LOAHA,0,32,4,Month-to-month,No,84.15,2585.95,Yes,2585.95
1728-BQDMA,0,2,2,Month-to-month,No,44.45,82.7,No,82.7
0268-QKIWO,0,3,7,Month-to-month,No,19.75,58.85,Yes,58.85
0876-WDUUZ,0,5,4,Month-to-month,Yes,85.4,425.9,Yes,425.9
5117-ZSMHQ,0,71,9,Two year,No,89.9,6342.7,No,6342.7
5151-HQRDG,0,37,4,Month-to-month,Yes,55.05,2030.75,No,2030.75
0960-HUWBM,0,65,7,Two year,Yes,104.1,6700.05,No,6700.05
6465-GSRCL,0,67,7,One year,Yes,106.6,7244.7,No,7244.7
0617-FHSGK,0,49,3,Month-to-month,No,75.2,3678.3,Yes,3678.3
0263-FJTQO,0,50,6,Two year,Yes,70.5,3486.65,No,3486.65
7319-ZNRTR,0,25,7,One year,No,19.6,411.15,No,411.15
2858-MOFSQ,0,17,4,One year,Yes,55.85,937.5,Yes,937.5
7503-EPSZW,0,64,8,Two year,Yes,24.05,1559.15,No,1559.15
7089-XXAYG,0,25,3,One year,Yes,38.1,970.4,No,970.4
8118-LSUEL,1,23,7,Month-to-month,Yes,106.4,2483.5,Yes,2483.5
8070-AAWZP,1,24,3,Month-to-month,No,34.25,828.2,No,828.2
1666-JXLKU,0,37,6,Month-to-month,Yes,100.05,3810.55,No,3810.55
7855-DIWPO,0,21,2,Month-to-month,Yes,68.65,1493.2,No,1493.2
5133-POWUA,0,1,2,Month-to-month,Yes,45.8,45.8,No,45.8
5652-MSDEY,0,10,3,Month-to-month,Yes,75.75,777.3,No,777.3
7005-CCBKV,0,6,4,Month-to-month,Yes,84.4,556.35,Yes,556.35
1810-BOHSY,0,51,6,One year,Yes,96.4,4911.05,No,4911.05
1784-BXEFA,0,10,7,Month-to-month,Yes,20.55,187.35,No,187.35
7351-MHQVU,0,6,5,Month-to-month,No,50.95,307.6,No,307.6
9224-VTYID,0,47,9,Two year,Yes,90.5,4318.35,No,4318.35
9500-IWPXQ,0,61,8,One year,Yes,79.4,4820.55,No,4820.55
5762-TJXGK,0,52,6,Two year,Yes,58.75,3038.55,No,3038.55
4504-YOULA,0,35,5,Month-to-month,Yes,59.45,2136.9,No,2136.9
5569-IDSEY,0,71,7,One year,Yes,105.7,7472.15,No,7472.15
4250-FDVOU,0,6,4,Month-to-month,No,56.25,389.1,Yes,389.1
7284-ZZLOH,0,45,4,Two year,No,53.3,2296.25,No,2296.25
5277-ZLOOR,1,2,4,Month-to-month,Yes,85.55,187.45,Yes,187.45
2141-RRYGO,0,4,5,Month-to-month,Yes,68.65,261.25,Yes,261.25
1777-JYQPJ,0,2,1,Month-to-month,No,24.3,38.45,No,38.45
6376-GAHQE,0,4,3,Month-to-month,No,77.85,299.2,Yes,299.2
3401-URHDA,0,51,5,One year,No,59.9,3043.6,No,3043.6
1599-EAHXY,0,60,8,One year,No,23.95,1506.4,No,1506.4
8631-XVRZL,0,9,7,One year,Yes,20.15,163.7,No,163.7
5052-PNLOS,0,3,7,Month-to-month,Yes,105.35,323.25,Yes,323.25
3853-LYGAM,0,17,6,Month-to-month,Yes,95.65,1640,No,1640
6979-ZNSFF,0,8,4,Month-to-month,Yes,87.05,762.1,Yes,762.1
5751-USDBL,0,46,7,Two year,No,81,3846.35,No,3846.35
5680-LQOGP,0,68,8,Two year,Yes,82.45,5646.6,No,5646.6
2386-LAHRK,0,1,3,Month-to-month,Yes,53.5,53.5,Yes,53.5
8189-DUKMV,0,4,7,One year,No,20.5,79.05,No,79.05
6032-IGALN,0,1,1,Month-to-month,Yes,25.1,25.1,Yes,25.1
9931-DCEZH,0,28,4,One year,Yes,54.4,1516.6,No,1516.6
1898-JSNDC,0,39,4,One year,Yes,58.6,2224.5,No,2224.5
0315-LVCRK,0,11,4,Month-to-month,No,84.8,888.75,No,888.75
3911-RSNHI,0,71,6,Two year,Yes,61.4,4310.35,No,4310.35
2410-CIYFZ,0,2,7,Month-to-month,No,20.4,42.9,No,42.9
4248-HCETZ,1,30,4,Month-to-month,Yes,79.65,2365.15,Yes,2365.15
5505-OVWQW,0,17,7,One year,No,20.15,353.65,No,353.65
7271-AJDTL,0,55,6,Month-to-month,Yes,94.45,5073.1,No,5073.1
1867-TJHTS,0,58,4,Month-to-month,Yes,79.8,4526.85,No,4526.85
0516-WJVXC,0,5,4,Month-to-month,No,54.2,308.25,Yes,308.25
9174-FKWZE,1,1,7,Month-to-month,Yes,19.45,19.45,Yes,19.45
6860-YRJZP,1,9,3,Month-to-month,Yes,74.05,678.45,No,678.45
4429-WYGFR,0,26,3,Month-to-month,No,49.15,1237.3,No,1237.3
2817-LVCPP,0,50,7,Two year,No,19.4,1023.95,No,1023.95
5038-ETMLM,0,72,9,Two year,Yes,113.65,8182.75,No,8182.75
5056-FIMPT,0,43,7,One year,Yes,106,4532.3,No,4532.3
4521-WFJAI,0,56,8,Two year,Yes,25.95,1444.05,No,1444.05
6569-KTMDU,0,1,7,Month-to-month,No,19.1,19.1,No,19.1
8809-RIHDD,0,72,7,Two year,Yes,103.4,7372.65,Yes,7372.65
8809-XKHMD,0,72,7,Two year,Yes,100.55,7325.1,No,7325.1
0396-YCHWO,0,36,5,Month-to-month,Yes,95.4,3474.2,No,3474.2
0867-LDTTC,0,5,6,Month-to-month,No,75.15,392.65,No,392.65
4822-NGOCH,0,13,5,Month-to-month,Yes,84.45,1058.6,Yes,1058.6
9391-DXGGG,1,44,5,One year,No,89.15,3990.75,No,3990.75
9844-FELAJ,1,70,8,One year,Yes,107.9,7475.85,No,7475.85
2122-SZZZD,0,44,7,One year,No,19.5,835.5,No,835.5
5307-DZCVC,1,32,4,Month-to-month,Yes,85.95,2628.6,Yes,2628.6
3148-AOIQT,0,69,8,Two year,Yes,24.95,1718.35,No,1718.35
8679-JOEVF,1,16,4,Month-to-month,No,59.4,1023.9,Yes,1023.9
8395-ETZKQ,1,68,7,One year,No,19.5,1193.55,No,1193.55
6692-YQHXC,0,16,2,Month-to-month,Yes,69.95,1205.5,No,1205.5
3889-VWBID,0,68,7,Two year,No,82.85,5776.45,No,5776.45
5222-JCXZT,0,4,7,Month-to-month,No,19,78.9,No,78.9
9754-CLVZW,0,26,4,Month-to-month,No,38.85,1025.15,No,1025.15
1432-FPAXX,0,29,2,Month-to-month,Yes,30.6,856.35,Yes,856.35
2739-CCZMB,0,5,7,Month-to-month,No,20.35,122,No,122
7080-TNUWP,0,70,6,One year,Yes,95,6602.9,No,6602.9
0496-AHOOK,0,24,6,One year,No,74.4,1712.9,No,1712.9
8336-TAVKX,1,72,8,Two year,No,78.45,5682.25,No,5682.25
2468-SJFLM,0,1,3,Month-to-month,Yes,74.3,74.3,No,74.3
3181-VTHOE,0,70,5,One year,Yes,51.05,3635.15,No,3635.15
7168-HDQHG,0,36,7,Month-to-month,No,19.2,702.9,No,702.9
4803-AXVYP,1,38,6,Month-to-month,Yes,99.55,3734.25,Yes,3734.25
3884-HCSWG,0,17,2,Month-to-month,Yes,70,1144.5,Yes,1144.5
4567-AKPIA,0,41,8,One year,Yes,109.1,4454.25,No,4454.25
5077-DXTCG,0,1,2,Month-to-month,Yes,45.3,45.3,Yes,45.3
1142-WACZW,0,2,2,Month-to-month,No,29.85,75.6,Yes,75.6
7901-HXJVA,0,14,3,Month-to-month,No,76.45,1117.55,No,1117.55
5649-ANRML,1,2,6,Month-to-month,Yes,95.1,180.25,Yes,180.25
4892-VLANZ,0,1,7,Month-to-month,No,19.8,19.8,Yes,19.8
5924-IFQTT,0,13,7,Month-to-month,Yes,72.8,930.05,No,930.05
7968-QUXNS,0,6,7,Month-to-month,No,18.95,110.15,No,110.15
2919-HBCJO,0,4,3,Month-to-month,Yes,76.65,333.6,Yes,333.6
4236-XPXAV,0,5,6,Month-to-month,Yes,99.15,465.05,Yes,465.05
8903-WMRNW,0,15,6,Month-to-month,No,101.75,1669.4,No,1669.4
2452-SNHFZ,0,47,3,Month-to-month,No,75.45,3545.1,No,3545.1
3629-WEAAM,0,8,5,Month-to-month,No,64.1,504.05,No,504.05
6029-CSMJE,0,17,1,Month-to-month,Yes,25.65,440.2,No,440.2
7993-NQLJE,0,15,3,Month-to-month,No,75.1,1151.55,No,1151.55
9909-DFRJA,0,26,6,One year,Yes,95.85,2475.35,No,2475.35
9099-FTUHS,0,23,4,Month-to-month,No,54.4,1249.25,No,1249.25
0581-BXBUB,1,4,3,Month-to-month,No,72.75,317.75,No,317.75
4962-CHQPW,0,29,7,One year,No,19.85,535.05,No,535.05
9467-ROOLM,0,25,7,Month-to-month,No,19.05,461.3,No,461.3
3030-YZADT,0,9,2,Month-to-month,No,44.95,431,Yes,431
7410-KTVFV,0,18,3,Month-to-month,Yes,49.55,878.35,Yes,878.35
5150-ITWWB,1,3,5,Month-to-month,Yes,94.85,335.75,No,335.75
2253-KPMNB,0,69,5,Two year,No,46.25,3121.4,No,3121.4
1345-ZUKID,0,14,7,One year,No,19.35,324.8,No,324.8
6429-SHBCB,0,19,5,Month-to-month,No,69.6,1394.55,No,1394.55
9281-OFDMF,1,39,5,Month-to-month,No,90.7,3413.25,No,3413.25
2603-HVKCG,0,31,6,Month-to-month,Yes,101.4,3143.65,No,3143.65
1834-WULEG,0,24,7,One year,No,20.25,439.75,No,439.75
9097-ZUBYC,0,14,3,Month-to-month,No,48.8,664.4,No,664.4
5148-ORICT,0,64,7,Two year,Yes,74.35,4759.55,No,4759.55
4893-GYUJU,0,50,7,One year,Yes,19.35,1033,No,1033
4578-PHJYZ,0,52,6,One year,Yes,68.75,3482.85,No,3482.85
7272-QDCKA,0,28,6,One year,No,100.2,2688.45,No,2688.45
8908-SLFCJ,0,21,7,Two year,Yes,20.85,435.25,No,435.25
8393-DLHGA,0,25,5,Month-to-month,Yes,95.9,2448.75,Yes,2448.75
9766-HGEDE,0,17,7,One year,No,19.35,307,No,307
6968-MHOMU,0,58,3,One year,Yes,45,2689.35,No,2689.35
7395-IGJOS,1,17,3,Month-to-month,No,81.5,1329.2,Yes,1329.2
5044-XDPYX,0,51,8,Two year,No,25.5,1281.25,No,1281.25
1814-WFGVS,0,72,5,Two year,No,48.9,3527,No,3527
2834-SPCJV,0,52,4,Month-to-month,No,84.1,4348.65,Yes,4348.65
3721-WKIIL,0,27,7,Two year,Yes,19.6,561.15,No,561.15
6734-CKRSM,0,3,7,Month-to-month,No,20,63.6,No,63.6
1265-ZFOSD,0,64,8,Two year,Yes,81.3,5129.3,No,5129.3
6568-POCUI,0,45,5,Two year,Yes,95.2,4285.8,No,4285.8
7890-VYYWG,1,3,2,Month-to-month,Yes,36.45,93.7,Yes,93.7
5197-LQXXH,0,71,8,Two year,Yes,83.3,5894.5,No,5894.5
9907-SWKKF,1,1,1,Month-to-month,No,25.05,25.05,Yes,25.05
3457-PQBYH,0,58,7,Two year,No,20.3,1160.75,No,1160.75
7682-AZNDK,0,34,5,Month-to-month,Yes,89.85,3091.75,No,3091.75
0587-DMGBH,0,8,3,Month-to-month,Yes,49.85,365.55,Yes,365.55
5384-ZTTWP,0,15,7,Month-to-month,No,19.8,272.95,No,272.95
3745-HRPHI,0,66,5,Two year,No,54.65,3632,No,3632
7636-OWBPG,1,12,2,Month-to-month,Yes,29.35,381.2,No,381.2
1231-YNDEK,0,58,7,Two year,Yes,19.15,1035.5,No,1035.5
1407-DIGZV,0,3,7,Two year,No,19.1,52,No,52
6397-JNZZG,1,43,5,Month-to-month,No,55.55,2342.2,Yes,2342.2
0570-BFQHT,0,9,4,Month-to-month,No,80.55,653.9,No,653.9
4393-OBCRR,0,3,7,One year,No,20.25,71.2,No,71.2
3523-QRQLL,0,22,5,One year,Yes,69.5,1498.2,Yes,1498.2
8564-LDKFL,0,40,7,One year,Yes,106,4178.65,No,4178.65
3696-DFHHB,0,68,8,Two year,No,25.5,1821.8,No,1821.8
0895-DQHEW,0,54,7,Month-to-month,Yes,104.3,5278.15,Yes,5278.15
4717-GHADL,0,50,7,Two year,Yes,79.6,4024.2,No,4024.2
5501-TVMGM,0,1,3,Month-to-month,Yes,55.25,55.25,No,55.25
5879-HMFFH,0,72,9,Two year,No,88.05,6520.8,No,6520.8
6772-WFQRD,0,40,7,One year,Yes,20.4,854.9,No,854.9
3810-DVDQQ,0,72,9,Two year,Yes,117.6,8308.9,No,8308.9
6972-SNKKW,0,6,7,Month-to-month,No,20,109.2,No,109.2
3694-GLTJM,0,5,7,Month-to-month,Yes,19.65,92.05,No,92.05
8550-XSXUQ,0,48,6,One year,Yes,70.55,3420.5,No,3420.5
8149-RSOUN,0,1,5,Month-to-month,Yes,93.85,93.85,Yes,93.85
9055-MOJJJ,0,64,5,One year,No,65.8,4068,No,4068
4359-INNWN,0,17,7,One year,No,20.05,337.9,No,337.9
0585-EGDDA,0,40,4,Month-to-month,Yes,80,3168.75,No,3168.75
4032-RMHCI,0,41,3,One year,No,35.4,1412.4,No,1412.4
0549-CYCQN,1,51,4,One year,Yes,79.6,3974.7,No,3974.7
3481-JHUZH,0,41,4,Month-to-month,Yes,80.25,3439,No,3439
7250-EQKIY,0,1,3,Month-to-month,No,50.45,50.45,Yes,50.45
3594-IVHJZ,0,2,7,Month-to-month,Yes,20.45,42.45,No,42.45
6869-FGJJC,0,68,4,One year,No,79.6,5461.45,No,5461.45
3896-ZVNET,0,24,8,Two year,No,24.7,571.75,No,571.75
8205-VSLRB,0,70,7,Two year,No,77.3,5498.2,No,5498.2
5960-MVTUK,0,3,2,Month-to-month,Yes,29.75,96.85,No,96.85
6817-WTYHE,0,2,2,Month-to-month,No,44.9,111.05,No,111.05
3082-VQXNH,0,3,2,Month-to-month,No,29.8,94.4,No,94.4
4013-UBXWQ,0,7,6,Month-to-month,Yes,74.65,521.1,Yes,521.1
4931-TRZWN,0,13,5,Month-to-month,Yes,71.95,923.85,No,923.85
0750-EKNGL,0,7,7,Month-to-month,No,20.75,141.1,No,141.1
7669-LCRSD,0,12,3,Month-to-month,Yes,56.3,628.65,No,628.65
3567-PQTSO,0,53,7,One year,Yes,105.25,5576.3,No,5576.3
5519-NPHVG,0,12,5,Month-to-month,Yes,94.2,1046.1,Yes,1046.1
8043-PNYSD,0,63,7,Two year,No,19.55,1245.6,No,1245.6
9938-EKRGF,0,15,8,Month-to-month,No,84.45,1287.85,No,1287.85
2703-AMTUL,0,36,4,One year,No,53.65,1939.35,No,1939.35
0928-JMXNP,1,4,2,Month-to-month,Yes,29.9,118.25,No,118.25
8173-RXAYP,0,24,7,Two year,No,19.7,452.55,No,452.55
4825-XJGDM,0,61,5,One year,No,43.7,2696.55,No,2696.55
5402-HTOTQ,0,16,4,Month-to-month,No,55.3,875.35,No,875.35
6734-JDTTV,0,65,7,Two year,Yes,19.85,1267.05,No,1267.05
7850-THJMU,0,26,7,Two year,No,19.65,494.9,No,494.9
3890-RTCMS,0,16,3,Month-to-month,Yes,49.45,799,No,799
8849-GYOKR,0,54,7,One year,No,106.55,5763.3,Yes,5763.3
3148-BLQJT,0,1,7,Month-to-month,No,20.1,20.1,Yes,20.1
3717-FDJFU,0,5,7,Two year,No,20.45,106.9,No,106.9
3665-JATSN,0,19,3,Month-to-month,Yes,39.7,710.05,No,710.05
7966-YOTQW,0,10,4,Month-to-month,Yes,54.5,568.2,No,568.2
0461-CVKMU,0,23,5,Month-to-month,No,83.8,1900.25,Yes,1900.25
8806-EAGWC,0,3,3,Month-to-month,No,55.15,159.15,Yes,159.15
8853-TZDGH,0,72,8,Two year,Yes,111.6,8012.75,No,8012.75
7779-LGOVN,1,10,4,Month-to-month,Yes,86.65,856.65,Yes,856.65
4324-BZCKL,0,10,4,Month-to-month,Yes,55.55,551.3,No,551.3
6924-TDGMT,0,11,7,One year,Yes,20.55,184.95,No,184.95
9710-ZUSHQ,1,37,7,Month-to-month,Yes,106.75,4056.75,Yes,4056.75
1536-YHDOE,0,17,5,One year,Yes,62.1,1096.65,No,1096.65
8123-QBNAZ,0,36,7,Month-to-month,Yes,104.5,3684.95,No,3684.95
3629-ZNKXA,1,17,6,Month-to-month,Yes,101.8,1752.45,No,1752.45
4827-LTQRJ,1,66,8,One year,Yes,110.6,7210.85,No,7210.85
7711-YIJWC,0,61,8,One year,No,84.9,5264.5,No,5264.5
5482-VXSXJ,0,22,5,Month-to-month,Yes,93.2,2157.3,No,2157.3
7365-BVCJH,0,1,1,Month-to-month,Yes,24.4,24.4,No,24.4
9620-ENEJV,0,6,2,Month-to-month,No,70.55,433.95,No,433.95
4183-WCSEP,0,31,4,Month-to-month,Yes,78.45,2435.15,Yes,2435.15
2378-YIZKA,0,68,8,Two year,Yes,85,5607.75,No,5607.75
5498-TXHLF,0,34,5,Month-to-month,No,87.45,2874.15,Yes,2874.15
0689-DSXGL,0,52,5,Month-to-month,No,85.8,4433.3,No,4433.3
6818-DJXAA,0,10,5,Month-to-month,Yes,91.1,964.35,No,964.35
9722-UJOJR,0,29,2,Month-to-month,Yes,70.75,1974.8,Yes,1974.8
0464-WJTKO,0,72,7,Two year,No,20.1,1460.85,No,1460.85
8902-ZEOVF,0,47,7,One year,No,20.05,951.55,No,951.55
6778-EICRF,0,24,6,One year,No,74.8,1821.2,No,1821.2
2662-NNTDK,0,65,8,One year,No,24.8,1600.95,No,1600.95
4132-KALRO,0,4,6,Month-to-month,Yes,100.85,399.25,No,399.25
3902-FOIGH,1,12,6,Month-to-month,Yes,101.35,1218.55,Yes,1218.55
6772-KSATR,0,1,4,Month-to-month,Yes,81.7,81.7,Yes,81.7
7112-OPOTK,0,33,2,Month-to-month,No,68.25,2171.15,Yes,2171.15
2874-YXVVA,0,34,7,Month-to-month,Yes,105.1,3634.8,No,3634.8
1245-HARPS,0,14,7,Two year,No,20.4,292.4,No,292.4
4210-QFJMF,0,4,3,Month-to-month,Yes,79.15,317.25,Yes,317.25
4323-ELYYB,0,13,7,One year,No,20,218.55,No,218.55
4293-ETKAP,0,65,7,Two year,Yes,79.4,5071.9,No,5071.9
6064-PUPMC,0,23,4,One year,No,57.2,1423.35,No,1423.35
6504-VBLFL,0,55,5,Two year,No,58.6,3068.6,No,3068.6
6322-PJJDJ,0,49,5,Two year,Yes,94.8,4690.65,No,4690.65
0330-BGYZE,0,60,7,One year,No,102.5,6157.6,No,6157.6
1085-LDWAM,0,69,7,One year,Yes,20.35,1442.65,No,1442.65
7586-ZATGZ,0,40,4,Month-to-month,Yes,84.9,3369.05,No,3369.05
7197-VOJMM,0,67,6,Two year,Yes,69.2,4671.65,No,4671.65
3318-OSATS,1,35,5,Month-to-month,Yes,95.45,3474.05,Yes,3474.05
5828-AVIPD,0,19,6,One year,Yes,100.95,1875.55,Yes,1875.55
1843-TLSGD,0,13,7,Two year,No,20.85,272.35,No,272.35
9626-VFRGG,0,41,5,Month-to-month,Yes,88.5,3645.05,No,3645.05
7075-BNDVQ,0,4,3,Month-to-month,No,35,135.75,No,135.75
9143-CANJF,0,24,4,Month-to-month,No,55.15,1319.85,No,1319.85
7284-BUYEC,0,5,4,Month-to-month,Yes,50.95,229.4,No,229.4
2041-JIJCI,0,5,5,Month-to-month,Yes,64,370.25,No,370.25
1086-LXKFY,0,1,2,Month-to-month,Yes,69.1,69.1,Yes,69.1
4900-MSOMT,0,72,8,Two year,No,80.2,5714.2,No,5714.2
2229-VWQJH,0,24,3,Month-to-month,Yes,49.3,1233.25,No,1233.25
9194-GFVOI,0,42,8,Two year,No,84.35,3571.6,No,3571.6
1336-EZFZY,0,4,7,Month-to-month,No,20.05,83.3,No,83.3
4282-MSACW,0,68,9,One year,Yes,117.2,8035.95,No,8035.95
1403-LKLIK,0,33,7,One year,No,20.1,579.4,No,579.4
2636-ALXXZ,1,1,2,Month-to-month,Yes,69.6,69.6,Yes,69.6
7774-OJSXI,0,31,7,One year,Yes,103.45,3066.45,Yes,3066.45
7786-WBJYI,0,4,4,Month-to-month,No,77.95,305.55,Yes,305.55
0136-IFMYD,1,69,8,Two year,Yes,109.95,7634.25,No,7634.25
5144-TVGLP,1,38,5,Month-to-month,No,94.75,3653,No,3653
9643-AVVWI,0,3,4,Month-to-month,Yes,80,241.3,No,241.3
0253-ZTEOB,0,48,7,Two year,No,79.65,3870.3,No,3870.3
2706-QZIHY,0,15,8,Two year,No,25.2,387.9,No,387.9
6061-PQHMK,0,25,7,One year,No,19.9,527.5,No,527.5
9885-CSMWE,1,1,3,Month-to-month,No,78.45,78.45,Yes,78.45
6137-MFAJN,0,48,4,Month-to-month,Yes,44.8,2104.55,No,2104.55
9122-UMROB,0,1,7,Month-to-month,No,20.3,20.3,No,20.3
4232-JGKIY,0,1,7,Month-to-month,No,19.2,19.2,No,19.2
2402-TAIRZ,0,37,4,One year,No,80.05,,No,3019.1
9659-ZTWSM,1,66,8,One year,Yes,107.35,7051.95,No,7051.95
9139-TWBAS,0,26,5,One year,No,47.85,1190.5,No,1190.5
6685-GBWJZ,0,63,6,One year,No,70.8,4448.8,No,4448.8
5016-ETTFF,0,10,2,Month-to-month,No,29.5,255.25,Yes,255.25
3866-MDTUB,0,2,5,Month-to-month,Yes,70.75,146.9,Yes,146.9
2195-VVRJF,1,18,4,Month-to-month,Yes,59.1,1011.05,No,1011.05
3913-RDSJZ,0,64,8,Two year,No,25.55,1714.95,No,1714.95
8058-JMEQO,1,9,4,Month-to-month,Yes,84.45,762.5,Yes,762.5
4203-QGNZA,0,28,7,Month-to-month,No,20.25,535.35,No,535.35
5043-TRZWM,0,1,3,Month-to-month,No,75.55,75.55,No,75.55
0697-ZMSWS,0,4,4,Month-to-month,Yes,85.65,338.9,Yes,338.9
7657-DYEPJ,1,38,6,One year,Yes,70.15,2497.35,Yes,2497.35
9494-BDNNC,0,66,6,One year,No,95.3,6273.4,No,6273.4
1640-PLFMP,0,1,2,Month-to-month,Yes,70.25,70.25,No,70.25
5366-OBVMR,0,18,3,Month-to-month,Yes,50.3,908.75,No,908.75
8276-MQBYC,1,51,6,Month-to-month,Yes,97.8,4913.3,Yes,4913.3
7644-OMVMY,0,0,7,Two year,No,19.85,,No, 
7593-XFKDI,0,1,2,Month-to-month,No,46.3,46.3,Yes,46.3
4573-JKNAE,0,12,7,Two year,No,19.35,212.3,No,212.3
