Customer,State,CLV,Coverage,Income,loc_type,monthly_premium,months_last_claim,Months_Since_Policy_Inception,Total_Claim_Amount,Vehicle_Class,avg_vehicle_age
XX34879,Oregon,14718.11779,Extended,56263,Suburban,93,27,31,446.4,Four-Door Car,42.41483385
QF66202,Nevada,2531.73969,Basic,31993,Rural,66,14,4,39.627399,Four-Door Car,47.62137394
GB44176,Arizona,8378.357502,Premium,40994,Rural,106,8,94,60.227339,Four-Door Car,59.78330658
RH70194,Nevada,5093.007525,Basic,29638,Suburban,64,19,16,307.2,Four-Door Car,55.61456358
VZ70667,Oregon,14206.98091,Basic,26056,Suburban,73,17,73,355.558088,Four-Door Car,42.19373539
GK21260,Oregon,10232.85415,Extended,22821,Suburban,131,26,99,740.05751,SUV,59.72812437
GS92994,Washington,15435.68882,Extended,84581,Rural,96,25,50,4.334425,Four-Door Car,48.17881089
KI91500,California,8641.046574,Basic,22193,Suburban,74,13,74,415.535724,Two-Door Car,46.83190637
TL51969,Washington,7334.915821,Basic,30969,Suburban,63,26,79,358.225234,Two-Door Car,42.26902885
NR16284,California,7462.926263,Extended,70263,Rural,93,30,66,7.345946,Two-Door Car,42.4102005
MA68039,California,3635.028312,Extended,35056,Suburban,96,12,52,460.8,Two-Door Car,71.60468265
ZI51939,Oregon,5525.836623,Basic,73435,Suburban,69,9,25,331.2,Two-Door Car,58.15491807
NX93393,Oregon,4335.353131,Premium,86096,Suburban,108,30,1,518.4,Two-Door Car,65.13125582
VT78222,Oregon,9267.920019,Basic,55808,Urban,116,31,4,551.413755,SUV,47.31609463
AH17051,California,14700.49784,Extended,29695,Suburban,94,34,66,554.143798,Four-Door Car,56.08447372
NC76877,California,4905.127076,Basic,88043,Urban,61,2,43,188.717606,Four-Door Car,40.70180969
JD71348,California,7289.297853,Extended,60875,Urban,92,0,84,410.846025,Four-Door Car,41.47967111
JO90877,Washington,2869.997625,Basic,70974,Suburban,71,15,0,340.8,Four-Door Car,69.19470718
IR45546,Oregon,10529.84867,Extended,37518,Urban,131,35,91,472.850932,Sports Car,47.7636595
LO99872,Oregon,5497.659883,Basic,28128,Suburban,70,6,52,336,Two-Door Car,52.13088556
CW16221,Oregon,7090.468528,Extended,45254,Suburban,93,4,25,446.4,Four-Door Car,38.31390744
UU92753,Oregon,26416.25478,Basic,85537,Urban,108,4,91,285.276083,SUV,35.96938078
WH63678,Oregon,2727.682464,Basic,74608,Suburban,68,11,4,407.68374,Four-Door Car,58.65139516
TE31876,California,11814.53241,Basic,41004,Suburban,102,15,26,489.6,Sports Car,51.80429352
MU59158,Arizona,4090.750678,Premium,38884,Urban,102,4,87,423.819864,Two-Door Car,29.29778918
LV57595,California,5181.620895,Basic,97131,Suburban,64,5,80,307.2,Four-Door Car,52.2277747
FN67085,California,2487.358049,Basic,22331,Rural,64,11,12,61.20919,Four-Door Car,46.09741901
US82470,Arizona,13094.2046,Basic,37541,Rural,109,10,31,96.212835,SUV,34.44040774
UN53508,Oregon,4688.459288,Basic,27357,Suburban,61,19,48,292.8,Four-Door Car,49.38882047
EW34780,California,11315.20373,Premium,11885,Suburban,101,18,39,484.8,Four-Door Car,45.5901292
HG97353,Oregon,8679.838135,Premium,52717,Rural,109,5,60,60.151529,Four-Door Car,51.95806163
FM31768,Arizona,5979.724161,Extended,57693,Suburban,76,16,56,547.2,Four-Door Car,41.19659407
BC31913,Arizona,11718.41696,Basic,73903,Suburban,73,30,39,439.361029,Four-Door Car,47.35954086
NT38409,California,2551.314013,Basic,79452,Urban,65,33,75,187.683707,Four-Door Car,50.55020856
IP77666,Nevada,10656.88195,Extended,72540,Suburban,88,7,3,631.743039,Two-Door Car,38.40051369
KL80110,Arizona,9333.333631,Basic,89513,Rural,116,5,12,232.945977,SUV,50.23986411
KR35099,Washington,7507.455372,Basic,60920,Urban,64,10,61,231.201886,Two-Door Car,74.03368301
YP41539,Oregon,5320.081159,Basic,88669,Urban,66,9,18,213.574473,Four-Door Car,46.49207062
MM10866,California,8609.158215,Basic,79090,Urban,107,2,74,289.040734,SUV,44.18545372
WD88264,Washington,12298.6863,Basic,17101,Suburban,113,1,88,542.4,SUV,56.16049819
XN18885,Oregon,7285.030983,Basic,44788,Suburban,61,6,48,386.031248,Four-Door Car,47.76649802
FG71665,Arizona,2810.464447,Basic,26790,Suburban,71,4,41,340.8,Two-Door Car,46.90236211
IV98398,California,15320.37177,Extended,81955,Suburban,126,3,21,720.054248,SUV,48.11261786
YN39714,Oregon,8488.561363,Basic,80213,Suburban,70,12,17,440.268527,Two-Door Car,71.21574153
KC36987,Oregon,13334.26763,Premium,47950,Urban,170,23,86,780.990942,SUV,53.4843023
SN49269,Oregon,7812.889738,Basic,72353,Suburban,66,27,15,316.8,Two-Door Car,37.1718804
RE52529,California,14024.35839,Premium,81872,Rural,115,10,55,256.43803,Four-Door Car,41.02309466
EQ68292,Arizona,5334.784887,Basic,74606,Rural,68,2,34,109.112713,Two-Door Car,26.12165887
JR62870,California,5703.288862,Basic,41438,Urban,72,8,39,323.836677,Two-Door Car,31.21155976
NN40477,Arizona,4280.747008,Basic,52679,Suburban,110,25,21,528,Sports Car,52.54068218
FG24548,Oregon,11044.10847,Basic,44524,Urban,70,28,42,200.768848,Four-Door Car,54.60750181
DZ89536,Oregon,3237.996209,Extended,60244,Urban,83,3,72,326.281835,Four-Door Car,43.23239828
GH64274,California,25805.26839,Extended,22711,Suburban,82,8,74,393.6,Two-Door Car,55.42391848
CV57391,Arizona,22261.0224,Basic,50398,Urban,71,18,51,339.42418,Four-Door Car,48.05983577
IH64929,California,4956.247235,Basic,87197,Urban,63,35,45,247.402353,Two-Door Car,34.01608663
ET89070,California,9448.833931,Basic,85221,Urban,117,11,42,516.907624,Sports Car,52.5763071
DY87071,Arizona,7519.133631,Extended,96306,Rural,95,12,17,185.355353,Four-Door Car,48.51827253
DB28487,California,17041.4383,Basic,22249,Suburban,64,4,88,455.191595,Four-Door Car,46.84887185
FB17016,Oregon,5470.060561,Extended,54507,Suburban,138,20,11,702.990032,SUV,58.84770459
NN53003,California,13258.17973,Basic,20754,Suburban,184,19,15,1324.8,Luxury SUV,47.10392125
VB57504,California,2560.691306,Basic,30027,Suburban,65,13,10,312,Four-Door Car,37.21039093
NT25078,Nevada,3387.77901,Extended,23156,Suburban,88,9,6,422.4,Four-Door Car,65.35483578
KX32370,California,7078.948599,Extended,23222,Urban,90,10,66,252.938842,Two-Door Car,44.09731124
LJ43988,California,20492.7355,Premium,27317,Suburban,102,30,12,489.6,Four-Door Car,55.77855026
MM44301,California,7805.31287,Basic,21073,Suburban,106,25,54,508.8,SUV,68.03494478
RT37588,Arizona,11218.44173,Extended,69268,Rural,93,31,20,19.170855,Two-Door Car,40.53783361
LF19061,Arizona,5427.484591,Basic,74561,Urban,68,0,23,234.393625,Two-Door Car,41.72506968
EW73451,Arizona,2592.437797,Basic,72421,Suburban,65,8,23,312,Four-Door Car,44.1694763
ZC32761,Arizona,8433.228985,Basic,57961,Rural,72,27,64,38.513959,Two-Door Car,46.80525258
FQ22639,California,2967.670797,Extended,35205,Rural,76,7,11,178.839506,Four-Door Car,68.7054125
MJ45965,Oregon,8059.893671,Basic,72309,Urban,68,3,51,244.727144,Four-Door Car,45.76874549
IS95398,Nevada,8444.840217,Basic,76352,Urban,109,17,9,501.83778,SUV,51.32329564
OP43389,California,8178.235107,Basic,29057,Suburban,102,22,24,489.6,SUV,68.57225275
YX67409,California,8058.659713,Basic,25595,Suburban,101,5,86,484.8,SUV,60.481709
XR85926,Oregon,8012.365866,Basic,58058,Suburban,67,28,49,355.198918,Four-Door Car,46.26459843
MJ54807,Nevada,16473.16905,Basic,22828,Suburban,106,11,54,508.8,SUV,60.42602953
IC94434,California,8257.666512,Basic,23815,Suburban,73,4,47,424.330166,Four-Door Car,48.78902302
ZX56541,California,4954.292104,Basic,45329,Suburban,65,13,7,312,Two-Door Car,55.88278707
RI76571,Washington,43026.52149,Basic,59349,Rural,119,15,41,222.032326,SUV,58.82620234
YL78930,Oregon,3794.964613,Premium,19794,Suburban,105,1,78,504,Four-Door Car,49.63234334
ZX17330,Arizona,2537.383207,Basic,92401,Rural,64,30,37,50.359627,Four-Door Car,38.34984461
KH93541,Nevada,7786.676381,Extended,83000,Urban,97,29,76,378.5566,Four-Door Car,56.24279015
UG12132,Washington,5256.923177,Basic,77693,Urban,65,30,15,225.045919,Four-Door Car,48.43292501
BV35683,Arizona,8256.2978,Basic,62902,Rural,69,14,94,159.383042,Two-Door Car,81.36779223
HB70063,Washington,4312.769798,Basic,43386,Urban,111,17,35,413.002348,SUV,71.8152293
CR59224,California,5556.91458,Basic,29120,Suburban,72,31,77,345.6,Two-Door Car,40.06092843
RH97231,Washington,8693.995589,Basic,48893,Suburban,110,9,26,787.88953,SUV,48.78440823
FY67942,California,11830.95192,Premium,92931,Urban,146,6,38,503.144025,SUV,42.28758948
HG68775,Washington,4506.485006,Premium,15462,Suburban,115,34,18,611.941558,Four-Door Car,54.80627339
IH17933,Washington,4462.445111,Basic,70088,Urban,112,0,33,536.481665,SUV,45.72271584
NE67816,Oregon,2515.259002,Basic,25558,Suburban,63,31,11,453.6,Four-Door Car,32.41747909
LM12349,Washington,12282.84085,Premium,36328,Rural,155,6,21,388.148089,SUV,37.0266113
XZ62712,Washington,44468.02303,Extended,32948,Suburban,127,20,46,1428.972913,SUV,63.85759947
SL70555,California,8184.585992,Basic,69114,Rural,103,9,68,162.199584,SUV,49.32854558
XI31845,Oregon,16007.94954,Extended,45302,Suburban,133,4,34,638.4,SUV,38.97999729
XU57332,California,8736.501241,Basic,53173,Suburban,112,30,57,1169.409787,SUV,43.77415049
SJ87108,Arizona,4334.064096,Extended,23904,Suburban,123,1,67,590.4,SUV,66.37159673
PL33465,Arizona,4376.363592,Premium,63774,Rural,111,18,63,60.036683,Four-Door Car,64.19300774
XL80761,California,9294.088719,Basic,67544,Suburban,116,2,15,556.8,SUV,34.1695029
SB41594,California,2543.003943,Basic,26691,Suburban,65,7,51,312,Four-Door Car,27.06244597
KT46283,California,4686.469674,Basic,58089,Suburban,118,31,83,566.4,SUV,46.27080636
JB11283,California,12743.35175,Basic,99583,Rural,64,35,85,99.674341,Four-Door Car,48.84352808
QS81789,Oregon,25107.09812,Basic,24410,Suburban,73,5,51,350.4,Four-Door Car,59.56551284
FP78531,California,13432.00289,Basic,68956,Rural,118,12,8,118.538444,SUV,58.13501482
WJ88394,Nevada,8653.302322,Basic,20588,Suburban,113,6,86,586.390393,SUV,40.77884949
LH94971,Oregon,7057.888812,Extended,37840,Suburban,90,31,9,432,Four-Door Car,34.9083474
VW34309,Oregon,5906.940238,Basic,43440,Rural,74,13,52,128.21198,Four-Door Car,68.51406145
XH47320,Nevada,2937.424534,Basic,83195,Urban,73,18,36,332.693627,Two-Door Car,42.20946452
VY32314,Oregon,4268.618821,Basic,43209,Suburban,110,12,16,528,Sports Car,57.30085873
TF65501,California,4601.913754,Basic,37308,Suburban,115,2,51,552,SUV,48.15703386
EO24423,Arizona,2404.633766,Basic,22239,Suburban,62,34,85,297.6,Four-Door Car,49.87961779
LA79102,California,7638.442811,Extended,66106,Urban,95,10,25,250.323257,Two-Door Car,57.2766624
FT74388,Nevada,4623.624811,Basic,97065,Suburban,117,10,0,561.6,SUV,51.24407071
ZE59592,Oregon,5470.181751,Basic,24910,Suburban,69,12,79,746.107437,Two-Door Car,48.58489696
JU64043,Oregon,4999.34581,Basic,49414,Rural,68,8,82,159.631303,Four-Door Car,50.93186353
TR96772,Arizona,15956.51879,Extended,61148,Rural,132,28,25,98.206649,Sports Car,49.67612675
DQ35195,Arizona,9275.681452,Premium,52494,Suburban,119,5,69,571.2,Two-Door Car,55.55062918
No74162,Arizona,7595.335237,Basic,20538,Suburban,104,25,64,499.2,SUV,64.92612257
HQ16068,Washington,24636.96719,Basic,73716,Rural,103,2,91,162.662641,Sports Car,56.37128382
QM78112,Washington,2810.464447,Basic,26790,Suburban,71,4,41,340.8,Two-Door Car,52.48761866
NM51858,Oregon,4668.043154,Basic,53252,Suburban,117,1,76,561.6,SUV,41.73192743
ZL37444,California,10972.06778,Extended,24164,Suburban,137,2,40,657.6,Sports Car,42.30740856
CI60365,California,34611.37896,Basic,20090,Suburban,109,10,59,523.2,Sports Car,48.66925681
IX45386,Arizona,2478.833596,Basic,81721,Rural,63,11,5,133.90029,Four-Door Car,42.4769028
ZO29478,Washington,26197.41498,Basic,18495,Suburban,113,10,15,542.4,SUV,51.71734462
NG34818,California,6282.079645,Extended,42314,Rural,80,23,78,56.39419,Four-Door Car,71.39775097
EE95568,California,10954.38352,Extended,89892,Urban,135,9,6,526.248798,SUV,50.35045761
OI68331,California,5207.197499,Basic,21576,Suburban,65,27,16,312,Four-Door Car,59.21423818
PW95813,Oregon,2886.451602,Extended,10312,Suburban,78,10,63,486.278557,Four-Door Car,40.82333467
LM50087,Arizona,2483.642397,Basic,50632,Rural,62,26,42,54.961039,Two-Door Car,53.18410426
KA62636,Oregon,4928.001408,Basic,97917,Urban,67,14,32,279.184512,Two-Door Car,42.93239666
VG85511,Arizona,8759.592518,Basic,28280,Suburban,116,7,55,556.8,Sports Car,53.56432149
GT18023,California,11281.52451,Extended,86195,Urban,139,12,10,601.667902,SUV,67.32746584
VI35467,Nevada,4315.6705,Basic,89797,Rural,106,19,8,70.958361,SUV,41.49201186
AA34092,California,28799.95415,Extended,33635,Suburban,240,1,23,1152,Luxury SUV,58.0047824
GQ15708,Oregon,14503.02129,Basic,29790,Suburban,194,25,49,931.2,Luxury SUV,62.83681419
JR72064,Arizona,8270.625331,Basic,44656,Suburban,70,2,80,336,Two-Door Car,65.5395965
AN79079,Arizona,12731.95161,Basic,40870,Suburban,105,3,56,504,SUV,48.89620309
QJ90136,California,10455.48983,Extended,28363,Suburban,133,0,35,638.4,Sports Car,71.07658933
OS95734,California,7074.398104,Extended,94508,Suburban,88,27,54,491.384479,Four-Door Car,50.18496979
ON63161,Oregon,8583.272854,Premium,18017,Suburban,114,23,54,547.2,Four-Door Car,43.79593132
XE59612,Nevada,7185.673718,Extended,63741,Rural,91,25,15,36.980596,Four-Door Car,46.27276981
VZ39362,Oregon,9060.204521,Basic,57078,Suburban,113,26,13,542.4,Sports Car,47.53544025
YO29244,Oregon,7995.41091,Basic,25239,Rural,100,30,59,150.96491,SUV,55.00216676
TN85931,Oregon,5897.555427,Basic,29227,Suburban,74,0,83,421.19002,Two-Door Car,53.7845233
PP92749,California,3939.00637,Extended,60021,Suburban,99,12,28,882.871945,Four-Door Car,42.93228707
JQ93340,Nevada,5459.216794,Basic,83208,Urban,68,10,93,325.866271,Four-Door Car,55.0094993
LN20978,Oregon,10721.61076,Extended,25983,Suburban,90,32,43,432,Four-Door Car,33.17569835
ZD59913,Oregon,2491.257604,Basic,25965,Suburban,65,23,27,329.206567,Four-Door Car,58.71744363
BG80246,Arizona,5570.17755,Basic,22679,Suburban,72,25,32,345.6,Two-Door Car,38.17237342
VP48253,Arizona,5100.737803,Basic,41186,Urban,70,15,29,242.320409,Four-Door Car,40.68025671
ZD29731,California,4656.665064,Basic,29070,Suburban,61,8,99,292.8,Two-Door Car,43.42954704
WN69789,California,2526.729022,Basic,33485,Suburban,63,6,41,343.705799,Four-Door Car,40.06801078
LZ39487,Washington,5122.718927,Basic,58206,Suburban,64,2,56,454.188803,Four-Door Car,59.52204122
GO42840,Oregon,2483.544888,Basic,87492,Urban,62,15,69,264.461805,Two-Door Car,55.9582591
ED90879,Nevada,7325.917302,Premium,20757,Rural,102,6,74,216.4268,Four-Door Car,40.06570972
SS69401,Oregon,4841.057535,Basic,23449,Suburban,61,33,2,292.8,Four-Door Car,51.13236601
WX14028,Nevada,32450.39142,Basic,60455,Suburban,104,20,25,499.2,SUV,50.9692563
QF21628,California,3095.627124,Extended,53588,Suburban,77,10,71,369.6,Four-Door Car,43.01587589
OR40901,California,12731.95161,Basic,40870,Suburban,105,3,56,504,SUV,34.58741949
PA14842,Washington,2906.893312,Basic,45128,Rural,72,13,34,66.667784,Four-Door Car,43.09122225
SA45648,California,10628.06415,Extended,90874,Urban,137,18,28,459.785009,SUV,64.38058693
IQ37561,Arizona,7590.961288,Extended,52823,Rural,95,7,15,125.768818,Two-Door Car,43.11976693
TP34946,California,5108.038755,Basic,26784,Suburban,67,14,82,482.4,Four-Door Car,60.16314892
TL20040,Oregon,13989.84697,Basic,22354,Suburban,118,27,9,775.526054,SUV,56.95507682
JM96431,Oregon,3115.704933,Extended,54420,Suburban,80,27,0,576,Four-Door Car,49.66651363
LN10007,Oregon,13369.44267,Basic,50800,Suburban,112,1,45,621.218119,Sports Car,53.27181367
XS30210,Arizona,10359.01985,Basic,84583,Urban,65,6,50,238.868659,Four-Door Car,66.96572952
UD27331,Nevada,3241.838403,Extended,33701,Suburban,88,14,22,460.815578,Four-Door Car,55.53711662
WG50184,Arizona,5332.462694,Basic,68931,Urban,66,32,30,309.577946,Four-Door Car,40.57756911
ER24015,Arizona,6930.625422,Premium,29318,Suburban,198,29,96,1386.824722,SUV,65.29113168
SG71810,Oregon,11610.25439,Basic,41503,Rural,73,28,69,15.001594,Two-Door Car,47.90686802
RD15786,Oregon,2300.691547,Basic,25905,Suburban,63,21,12,302.4,Four-Door Car,47.67399776
CR12479,Nevada,2868.598866,Basic,40046,Rural,73,10,51,118.509791,Four-Door Car,38.62988698
AW36627,California,4428.031583,Basic,58577,Urban,110,6,62,303.872752,SUV,39.81259131
UD31660,California,4061.590219,Premium,70129,Rural,103,24,57,130.495798,Four-Door Car,45.61931965
QL18084,Nevada,18504.2801,Extended,91268,Urban,229,32,62,737.737825,Luxury Car,56.84945532
DJ11965,California,4904.894731,Extended,12902,Suburban,139,3,51,667.2,Sports Car,50.06817228
LT16517,Oregon,10827.87278,Extended,62053,Urban,134,3,89,614.03209,SUV,52.23902687
JG77605,Nevada,5745.121547,Basic,30389,Urban,73,34,66,278.932051,Four-Door Car,60.34208407
PD94851,Nevada,2423.259778,Basic,15585,Rural,65,22,24,67.618365,Two-Door Car,56.66922422
NK27819,Arizona,5926.729379,Extended,23091,Suburban,96,28,90,460.8,Four-Door Car,49.07201571
PL28709,California,4605.036646,Basic,22571,Suburban,63,29,51,302.4,Four-Door Car,53.35457797
NA39347,California,5824.224192,Basic,73976,Urban,73,27,84,338.529369,Four-Door Car,52.79126968
SI32097,Oregon,6889.6161,Extended,30814,Suburban,87,8,96,417.6,Four-Door Car,42.96516869
JD50909,Arizona,3008.099115,Basic,80681,Suburban,74,31,12,355.2,Four-Door Car,49.80621924
FB55024,Oregon,3286.171949,Extended,60934,Suburban,82,15,64,393.6,Two-Door Car,53.24345675
EA23961,California,5166.190278,Basic,80797,Urban,64,21,47,300.940297,Four-Door Car,43.31511211
RQ78687,Oregon,2945.998877,Basic,89410,Rural,74,11,50,95.997363,Four-Door Car,62.62814608
ZE42703,Nevada,4863.470811,Extended,52728,Suburban,127,34,34,609.6,SUV,55.42958642
LZ34164,Nevada,4892.617128,Basic,43199,Suburban,61,23,31,334.007478,Four-Door Car,31.76085428
CO44659,Arizona,3337.59441,Extended,43510,Urban,83,8,75,238.088581,Four-Door Car,50.4045655
YQ53901,Washington,5246.278375,Basic,28909,Suburban,66,15,66,456.702735,Two-Door Car,75.23825988
GH90738,Oregon,3580.076125,Extended,71176,Urban,91,3,62,278.072755,Two-Door Car,49.51093784
FK10455,California,9802.548509,Extended,84429,Rural,123,11,2,115.07234,SUV,68.5113864
GJ77362,California,4825.651946,Basic,61613,Rural,61,6,20,40.562432,Four-Door Car,39.16097419
WJ26538,California,3203.303695,Extended,68370,Urban,80,0,45,244.158446,Four-Door Car,38.03263068
IN67175,California,5659.139938,Basic,52389,Suburban,72,29,8,345.6,Four-Door Car,39.69587441
LA52988,Oregon,4144.868939,Basic,64478,Rural,103,30,92,8.281829,SUV,41.72139204
ZH89968,Washington,13770.97618,Premium,59207,Suburban,116,23,21,556.8,Four-Door Car,67.59800326
YA17061,Nevada,3716.479655,Extended,17162,Suburban,96,15,29,460.8,Four-Door Car,32.03666946
XL58577,California,12168.74492,Basic,14973,Suburban,115,2,75,828,SUV,41.00208738
WJ57919,California,2674.730716,Basic,56342,Suburban,69,12,89,331.2,Four-Door Car,47.91981221
FG77231,Oregon,12741.84754,Basic,73054,Urban,106,34,36,419.365958,SUV,44.04287338
UH32376,Nevada,4037.547258,Premium,21586,Suburban,106,6,5,1056.291709,Two-Door Car,66.36391246
WA67245,Oregon,22093.61618,Premium,24193,Urban,185,26,79,785.367947,Sports Car,67.33110878
GT65478,Oregon,8217.427595,Basic,84815,Urban,68,9,37,279.996658,Four-Door Car,59.39122967
SZ35936,Oregon,26197.41498,Basic,18495,Suburban,113,10,15,542.4,SUV,51.69097855
AT41276,California,8110.536059,Basic,36554,Suburban,70,6,62,433.38842,Two-Door Car,61.99077686
PU88199,Oregon,8819.018934,Basic,99845,Suburban,110,23,25,528,SUV,48.03941428
KQ36942,California,3896.572719,Basic,10853,Urban,104,11,18,350.306385,SUV,57.07782152
LN62857,California,6005.027312,Extended,23749,Rural,77,20,6,151.550875,Four-Door Car,43.63772384
WC83553,Oregon,4874.216555,Basic,92783,Rural,61,1,47,6.671268,Two-Door Car,37.96873573
CB95310,Arizona,2747.429661,Basic,83502,Suburban,68,25,36,368.963633,Four-Door Car,67.02517136
YY71144,Oregon,8717.049833,Basic,83846,Suburban,74,22,94,355.2,Four-Door Car,40.50186748
TP96247,Oregon,4099.659085,Basic,18606,Suburban,110,12,45,568.844905,SUV,41.05081255
HC16500,Arizona,8189.967712,Basic,72191,Urban,68,19,48,209.387509,Four-Door Car,35.16625863
AM29546,Oregon,5225.03143,Basic,57733,Suburban,66,24,66,393.528054,Two-Door Car,64.23387964
ZM31116,Arizona,7949.28426,Extended,63688,Suburban,99,28,93,475.2,Four-Door Car,45.41466619
VG40704,California,3135.405606,Extended,55855,Urban,79,10,71,272.9955,Four-Door Car,54.57630115
PJ73790,Oregon,3939.00637,Extended,60021,Suburban,99,12,28,882.871945,Four-Door Car,67.21346396
HW97280,California,19483.24011,Extended,74300,Urban,122,23,38,354.55391,SUV,45.24634341
CC16034,Oregon,17103.79173,Basic,51747,Suburban,71,8,71,340.8,Four-Door Car,50.3043455
YA83600,Arizona,2753.312714,Basic,28887,Suburban,73,16,15,425.81795,Four-Door Car,30.34802401
XJ52902,Nevada,2756.472584,Basic,43540,Rural,70,29,60,117.585017,Two-Door Car,61.98409115
EI89831,Nevada,7743.918426,Basic,96961,Rural,64,24,99,81.377259,Two-Door Car,67.44852597
ZY57929,Arizona,8169.746083,Basic,32799,Suburban,104,7,27,499.2,SUV,33.17061978
WD38067,California,10656.88195,Extended,72540,Suburban,88,7,3,631.743039,Two-Door Car,52.75749344
NQ45562,California,7092.635635,Premium,35173,Rural,180,24,9,415.331869,Sports Car,68.69817191
RU75129,Washington,2777.341885,Basic,65431,Suburban,69,7,90,331.2,Four-Door Car,26.23923858
GF12712,California,9559.340024,Extended,40672,Suburban,121,28,99,580.8,SUV,56.17275381
QQ26855,California,8879.790017,Basic,52583,Urban,113,12,59,528.20086,SUV,45.23976642
ZJ90079,Arizona,5525.470004,Basic,64816,Suburban,69,30,33,331.2,Four-Door Car,31.24265164
CE75354,California,5923.208,Basic,36685,Suburban,74,15,25,355.2,Four-Door Car,60.98394719
ZZ42291,California,40235.9731,Extended,77143,Rural,125,5,49,176.006384,SUV,42.98638538
EI57866,Arizona,2584.824329,Basic,60942,Urban,64,11,56,288.205261,Two-Door Car,48.43666488
PL18921,Oregon,11981.98481,Basic,21514,Urban,62,0,59,257.248789,Two-Door Car,65.17492334
SR71068,Washington,3933.813993,Basic,25927,Suburban,103,6,20,674.973614,SUV,48.60282975
JM47657,Oregon,2491.257604,Basic,25965,Suburban,65,23,27,329.206567,Four-Door Car,46.71582432
JZ54775,Arizona,7431.664369,Extended,27688,Suburban,92,8,86,572.352362,Four-Door Car,22.26518211
LO57469,Oregon,7865.182898,Extended,75490,Rural,97,33,20,43.084332,Four-Door Car,53.18409732
DA99797,Oregon,15978.91049,Extended,33871,Suburban,136,2,23,933.624655,SUV,48.81420771
YV97407,California,8661.735884,Basic,85470,Suburban,109,23,31,523.2,SUV,71.70824551
UQ71296,Washington,5625.307768,Basic,97095,Urban,70,4,8,208.035411,Four-Door Car,43.78754509
LY14687,Washington,4592.150374,Basic,73604,Rural,114,15,89,184.222768,SUV,36.97251226
ZP47993,California,8208.929715,Premium,40646,Suburban,103,22,6,494.4,Four-Door Car,64.11696825
WN13366,Arizona,5595.389905,Basic,74454,Suburban,71,25,29,340.8,Four-Door Car,65.84475764
MK87221,Arizona,3413.62256,Extended,18168,Suburban,87,25,50,417.6,Two-Door Car,46.31488519
QS70017,Arizona,8738.401013,Premium,43597,Suburban,110,20,24,528,Two-Door Car,49.32682279
FV62588,Oregon,24967.75842,Basic,66825,Rural,69,11,47,70.031111,Four-Door Car,44.87383255
IS58553,Oregon,15173.96841,Extended,22448,Suburban,126,20,32,604.8,SUV,62.59327343
AB78984,Oregon,11124.20636,Extended,42596,Rural,96,8,82,42.293622,Four-Door Car,67.75093013
VA91846,Arizona,5577.54128,Basic,97868,Urban,70,5,22,267.786573,Two-Door Car,46.07297482
KM58067,California,4526.94696,Basic,92921,Rural,112,35,49,109.28708,SUV,34.37082524
EL42453,Washington,2519.569496,Basic,41372,Suburban,64,21,32,307.2,Four-Door Car,45.3649016
TP10619,California,4892.422239,Basic,26660,Suburban,63,23,40,453.6,Two-Door Car,47.18902086
AH41065,Washington,18943.26899,Extended,58851,Suburban,79,11,33,494.187643,Four-Door Car,59.64575906
SS63511,California,8564.768226,Basic,95697,Rural,107,29,29,178.006524,Sports Car,41.50063328
OM13505,Washington,5047.483378,Basic,81741,Urban,64,10,94,186.448395,Four-Door Car,57.02940987
KI83797,Oregon,4913.118904,Basic,48295,Urban,63,25,96,290.301553,Four-Door Car,41.91640334
SH60585,Nevada,5799.063709,Basic,65538,Urban,72,24,86,261.341223,Four-Door Car,41.1683345
GU33167,Oregon,5568.984683,Basic,53997,Suburban,69,26,3,345.158393,Four-Door Car,54.03291945
BX20846,Oregon,3861.486269,Extended,93272,Urban,95,3,54,281.110788,Four-Door Car,33.03392732
VK69632,California,2912.913958,Basic,68899,Rural,74,6,60,66.103422,Two-Door Car,46.12465559
GG29821,Oregon,8193.555045,Basic,54950,Urban,103,25,75,480.578584,SUV,47.11067815
RN98239,California,7519.133631,Extended,96306,Rural,95,12,17,185.355353,Four-Door Car,34.62686807
NE83217,Nevada,3746.03079,Extended,70342,Suburban,96,3,99,685.907341,Four-Door Car,64.35050853
YU72630,Arizona,2592.437797,Basic,72421,Suburban,65,8,23,312,Four-Door Car,42.71740749
CE41738,Oregon,2885.002508,Basic,77748,Rural,72,1,51,7.214579,Two-Door Car,54.33719361
HF15113,Oregon,4883.551402,Basic,19096,Suburban,64,17,5,374.8996,Two-Door Car,61.53336
WZ83320,Arizona,9061.057741,Premium,73876,Urban,112,19,71,419.303041,Four-Door Car,60.36889683
US90854,Oregon,11177.7521,Basic,20742,Urban,100,17,52,455.851876,SUV,38.69397002
FX55357,Arizona,4364.311891,Basic,44804,Suburban,114,15,13,778.350073,SUV,45.60402972
LR32149,Arizona,22940.38215,Basic,52993,Urban,64,16,86,304.699889,Four-Door Car,46.21008423
UK66803,Oregon,4926.282836,Basic,49185,Rural,61,11,92,126.950071,Two-Door Car,59.28975203
VO87159,Oregon,23086.36478,Basic,69240,Urban,194,16,29,744.769131,Luxury SUV,45.00437936
QK23524,Oregon,5149.301306,Extended,26877,Suburban,131,5,2,628.8,SUV,44.84891853
ZQ37164,Arizona,8016.747629,Basic,82828,Urban,67,14,36,217.472776,Four-Door Car,58.30827415
